Sort ID	Name
30002	Blue Sentinels: V
30002	Way of Blue: I
30002	Way of Blue: II
30002	Way of Blue: III
30002	Way of Blue: IV
30002	Way of Blue: V
30002	Company of Champions: I
30002	Company of Champions: II
30002	Company of Champions: III
30002	Company of Champions: IV
30002	Company of Champions: V
30003	Thieves' Code: IV
30004	Thieves' Code: V
30010	Farron Coal
30020	Sage's Coal
30030	Giant's Coal
30040	Profaned Coal
30100	Sage's Scroll
30110	Golden Scroll
30120	Logan's Scroll
30130	Crystal Scroll
30200	Great Swamp Pyromancy Tome
30210	Carthus Pyromancy Tome
30220	Izalith Pyromancy Tome
30230	Quelana Pyromancy Tome
30240	Profaned Pyromancy Tome
30300	Braille Divine Tome of Carim
30310	Heavenly Braille Divine Tome
30320	Braille Divine Tome of Sunlight
30330	Braille Divine Tome of Lothric
30340	Angelic Braille Divine Tome
30400	Accursed Scroll
30410	Deep Braille Divine Tome
30420	Writhing Tome
30430	Grave Warden Pyromancy Tome
30440	Abyssal Tome
30450	Londor Braille Divine Tome
30500	Torn Excerpt
34010	Mortician's Ashes
34020	Paladin's Ashes
34030	Dreamchaser's Ashes
34040	Grave Warden's Ashes
34050	Excrement-covered Ashes
34060	Prisoner Chief's Ashes
34070	Xanthous Ashes
34080	Easterner's Ashes
34090	Dragon Chaser's Ashes
34100	Hollow's Ashes
34105	Captain's Ashes
34110	Greirat's Ashes
34120	Orbeck's Ashes
34130	Cornyx's Ashes
34140	Irina's Ashes
34150	Karla's Ashes
34160	Patches' Ashes
34170	Yuria's Ashes
34180	Champion's Bones
34190	Old Woman's Ashes
35010	Dark Sigil
37000	Opus of Rituals
40000	Weapon Token
40001	Armor Token
40002	Accessory Token
40010	Elixir of Ghosts
40011	Elixir of Hollowing
40012	Psychedelic Elixir
40013	Darkmoon Elixir
40014	Holy Elixir
40015	Earthen Elixir
40016	Abyssal Elixir
40017	Sunlight Elixir
40018	Maddening Elixir
40019	Bloody Elixir
40020	Demonic Elixir
40021	Elixir of Cooperation
40022	Elixir of Deceit
40030	Cleansing Potion
40100	Rattling Skull
40101	Rattling Finger
40102	Murky Skull
40103	Murky Finger
40104	Hunter's Mark
40105	Hunter's Emblem
40106	Dragon Head Stone
40107	Dragon Torso Stone
40108	Demonic Skull
40109	Demonic Claw
40110	Forgotten Seal
40111	Forgotten Tablet
40112	Tiny Mass of Humanity
41100	Cleansing Oil
41101	Cleansing Oil (Left)
41110	Magical Oil
41111	Magical Oil (Left)
41120	Fiery Oil
41121	Fiery Oil (Left)
41130	Sparking Oil
41131	Sparking Oil (Left)
41140	Abyssal Oil
41141	Abyssal Oil (Left)
41150	Poisonous Oil
41151	Poisonous Oil (Left)
41160	Bloody Oil
41161	Bloody Oil (Left)
41170	Frost Oil
41171	Frost Oil (Left)
41180	Moonlit Oil
41181	Moonlit Oil (Left)
41190	Blessed Oil
41191	Blessed Oil (Left)
41200	Black Fire Oil
41201	Black Fire Oil (Left)
41210	Bolt Oil
41211	Bolt Oil (Left)
41220	Sunlight Oil
41221	Sunlight Oil (Left)
41230	Enchanted Oil
41231	Enchanted Oil (Left)
41240	Scorching Oil
41241	Scorching Oil (Left)
41250	Rotten Oil
41251	Rotten Oil (Left)
41260	Gust Oil
41261	Gust Oil (Left)
41300	Writ of Humanity
41301	Writ of Anger
41302	Writ of Burning Anger
41303	Writ of Silent Anger
41304	Writ of Chilling Anger
41305	Writ of Vengeful Anger
41306	Writ of Envy
41307	Writ of Desire
41400	Writ of Crystallization
41401	Writ of Stone
41402	Writ of Maggots
41403	Writ of Sparks
41404	Writ of Stars
41405	Writ of Prismatica
41406	Writ of Corruption
41407	Writ of Toxicity
41408	Writ of Protection
41409	Writ of Poison
41410	Writ of Frost
41411	Writ of Immolation
41412	Writ of Dust
41413	Writ of Water
41414	Writ of Divinity
41415	Writ of Fury
41500	Writ of Invisibility
43000	Havel's Insignia
43001	Havel's Emblem
43010	Giant-horn Insignia
43020	Fang Boar Insignia
43030	Golem Insignia
43031	Golem Emblem
43040	Giant's Insignia
43041	Giant's Emblem
43050	Pursuer's Insignia
43051	Pursuer's Emblem
43060	Smough's Insignia
43061	Smough's Emblem
43070	Gundyr's Insignia
43071	Gundyr's Emblem
43080	Brushwood Insignia
43081	Brushwood Emblem
43090	Winged Knight Insignia
43091	Winged Knight Emblem
43100	Snail Shell Insignia
43110	Millwood Knight Insignia
43111	Millwood Knight Emblem
43120	Mirror Knight Insignia
43121	Mirror Knight Emblem
43130	Dragonrider Insignia
43131	Dragonrider Emblem
43140	Catarina Insignia
43141	Catarina Emblem
43150	Stone Insignia
43151	Stone Emblem
43160	Guardian Insignia
43161	Guardian Emblem
43170	Steel Insignia
43171	Steel Emblem
43180	Cathedral Knight Insignia
43181	Cathedral Knight Emblem
43190	Dragon Hunter Insignia
43191	Dragon Hunter Emblem
43200	Black Iron Insignia
43201	Black Iron Emblem
43210	Iron Dragonslayer Insignia
43211	Iron Dragonslayer Emblem
43220	Lapp Insignia
43221	Lapp Emblem
43230	Penetrator Insignia
43231	Penetrator Emblem
43240	Morne's Insignia
43241	Morne's Emblem
43250	Paladin Insignia
43251	Paladin Emblem
43260	Quicksilver Insignia
43261	Quicksilver Emblem
43270	Executioner Insignia
43271	Executioner Emblem
43280	Dragonslayer Insignia
43281	Dragonslayer Emblem
43290	Lothric Knight Insignia
43291	Lothric Knight Emblem
43300	Iron Keeper Insignia
43310	Lost Heide Insignia
43320	Harald Legion Insignia
43321	Harald Legion Emblem
43330	Exile Insignia
43331	Exile Emblem
43340	Overseer's Insignia
43350	Raime's Insignia
43351	Raime's Emblem
43360	Black Knight Insignia
43361	Black Knight Emblem
43370	Silver Knight Insignia
43371	Silver Knight Emblem
43380	Tarnished Knight Insignia
43381	Tarnished Knight Emblem
43390	Heide Knight Insignia
43391	Heide Knight Emblem
43400	Syan Knight Insignia
43401	Syan Knight Emblem
43410	Alonne Captain Insignia
43411	Alonne Captain Emblem
43420	Gloom Insignia
43421	Gloom Emblem
43430	Ruin Insignia
43431	Ruin Emblem
43440	Rampart Golem Insignia
43441	Rampart Golem Emblem
43450	Lost Gargoyle Insignia
43460	Gargoyle Insignia
43461	Gargoyle Emblem
43470	Crab Insignia
43480	Imperial Samurai Insignia
43490	Horned Samurai Insignia
43500	Ornate Samurai Insignia
43510	Lorian's Insignia
43511	Lorian's Emblem
43520	Great Lord Insignia
43521	Great Lord Emblem
43530	Ludleth's Insignia
43540	Avaricious Insignia
43550	Giant Slave Insignia
43560	Old Demon King's Insignia
43570	Pygmy King's Insignia
43580	Drakeblood Insignia
43581	Drakeblood Emblem
43590	Barrel Insignia
43600	Gough's Insignia
43601	Gough's Emblem
43610	Mad Warrior Insignia
43611	Mad Warrior Emblem
43620	Imperious Insignia
43621	Imperious Emblem
43630	Vengarl's Insignia
43631	Vengarl's Emblem
43640	Sinner's Insignia
43650	Pot Insignia
43660	Black Dragon Insignia
43661	Black Dragon Emblem
43670	Ringed Knight Insignia
43671	Ringed Knight Emblem
43680	Gravekeeper Insignia
43681	Gravekeeper Emblem
43690	Ivory King's Insignia
43691	Ivory King's Emblem
43700	Yhorm's Insignia
43701	Yhorm's Emblem
43710	Smelter Demon Insignia
43711	Smelter Demon Emblem
43720	Firelink Insignia
43721	Firelink Emblem
43730	Gold Ardeo Insignia
43740	Iron Cage Insignia
43750	Corvian Knight Insignia
43751	Corvian Knight Emblem
43760	Eastern Insignia
43761	Eastern Emblem
43770	Alonne Insignia
43771	Alonne Emblem
43780	Brass Insignia
43781	Brass Emblem
43790	Charred Loyce Insignia
43791	Charred Louce Emblem
43800	Loyce Insignia
43801	Loyce Emblem
43810	Favored Insignia
43811	Favored Emblem
43820	King's Insignia
43821	King's Emblem
43830	Lord's Blade Insignia
43831	Lord's Blade Emblem
43840	Sunset Insignia
43841	Sunset Emblem
43850	Wolf Knight Insignia
43851	Wolf Knight Emblem
43860	Ridoh's Insignia
43870	Artificial Insignia
43880	Ancient King Insignia
43881	Ancient King Emblem
43890	Filianore's Insignia
43900	Holy King's Insignia
43910	Elite Knight Insignia
43911	Elite Knight Emblem
43920	Bucket Insignia
43930	Burial Knight Insignia
43931	Burial Knight Emblem
43940	Adventurer's Insignia
43941	Adventurer's Emblem
43950	Knight Insignia
43951	Knight Emblem
43960	Thorn Insignia
43961	Thorn Emblem
43970	Nameless Knight Insignia
43971	Nameless Knight Emblem
43980	Father's Insignia
43990	Mother's Insignia
44000	Child's Insignia
44010	Demon Cleric Insignia
44020	Horror Insignia
44030	Cruelty Insignia
44040	Serenity Insignia
44050	War Insignia
44060	Faraam Insignia
44061	Faraam Emblem
44070	Alva Insignia
44071	Alva Emblem
44080	Attendant Insignia
44081	Attendant Emblem
44090	Footman Insignia
44091	Footman Emblem
44100	Outrider Insignia
44101	Outrider Emblem
44110	Dark Insignia
44111	Dark Emblem
44120	Skull Insignia
44130	Suspicious Insignia
44140	Undead Legion Insignia
44141	Undead Legion Emblem
44150	Fallen Mirrah Insignia
44151	Fallen Mirrah Emblem
44160	Herald Insignia
44161	Herald Emblem
44170	Fallen Knight Insignia
44171	Fallen Knight Emblem
44180	Hallowed Knight Insignia
44181	Hallowed Knight Emblem
44190	Forlorn Insignia
44191	Forlorn Emblem
44200	Aurous Insignia
44201	Aurous Emblem
44210	Sun Insignia
44211	Sun Emblem
44220	Fire Witch Insignia
44221	Fire Witch Emblem
44230	Channeler Insignia
44231	Channeler Emblem
44240	Chain Insignia
44241	Chain Emblem
44250	Vilhelm Insignia
44251	Vilhelm Emblem
44260	Bone Ash Insignia
44261	Bone Ash Emblem
44270	Varangian Insignia
44271	Varangian Emblem
44280	Thorolund Insignia
44281	Thorolund Emblem
44290	Bear Insignia
44291	Bear Emblem
44300	Wolnir's Insignia
44310	Illusionary Insignia
44320	Northern Insignia
44321	Northern Emblem
44330	Slave Knight Insignia
44331	Slave Knight Emblem
44340	Nameless King Insignia
44341	Nameless King Emblem
44350	Courtier Insignia
44351	Courtier Emblem
44360	Follower Insignia
44361	Follower Emblem
44370	Royal Soldier Insignia
44371	Royal Soldier Emblem
44380	Pontiff Knight Insignia
44381	Pontiff Knight Emblem
44390	Dancer Insignia
44391	Dancer Emblem
44400	Vordt's Insignia
44410	Evangelist Insignia
44411	Evangelist Emblem
44420	Mirrah Insignia
44421	Mirrah Emblem
44430	Hard Leather Insignia
44431	Hard Leather Emblem
44440	Jailer Insignia
44441	Jailer Emblem
44450	Black Insignia
44451	Black Emblem
44460	Sellsword Insignia
44461	Sellsword Emblem
44470	Vileblood Insignia
44471	Vileblood Emblem
44480	Sunless Insignia
44481	Sunless Emblem
44490	Leonhard's Insignia
44491	Leonhard's Emblem
44500	Xanthous Insignia
44501	Xanthous Emblem
44510	White Preacher's Insignia
44520	Poisonhorn Insignia
44530	Hollow's Insignia
44540	Basilisk Insignia
44550	Vagabond Insignia
44560	Raven Insignia
44570	Deserter's Insignia
44571	Deserter's Emblem
44580	Defender's Insignia
44590	Soldier's Insignia
44600	Black Leather Insignia
44601	Black Leather Emblem
44610	Brigand Insignia
44611	Brigand Emblem
44620	Pharis's Insignia
44621	Pharis's Emblem
44630	Shira's Insignia
44631	Shira's Emblem
44640	Black Hand Insignia
44641	Black Hand Emblem
44650	Conjurator Insignia
44651	Conjurator Emblem
44660	Jester Insignia
44661	Jester Emblem
44670	Grotto Insignia
44671	Grotto Emblem
44680	Black Straw Insignia
44690	Tan Straw Insignia
44700	Cleric's Insignia
44701	Cleric's Emblem
44710	Black Cleric's Insignia
44711	Black Cleric's Emblem
44720	Astrologist Insignia
44721	Astrologist Emblem
44730	Worker Insignia
44731	Worker Emblem
44740	Salvador's Insignia
44750	Chester's Insignia
44751	Chester's Emblem
44760	Binded Insignia
44761	Binded Emblem
44770	Thrall Insignia
44780	Assassin Insignia
44781	Assassin Emblem
44790	Painting Guardian Insignia
44791	Painting Guardian Emblem
44800	Drang Emblem
44810	Serpentine Insignia
44811	Serpentine Emblem
44820	Scholar Insignia
44821	Scholar Emblem
44830	Priestly Insignia
44840	Pyromancer Insignia
44841	Pyromancer Emblem
44850	Sack Insignia
44860	Dragon Acolyte Insignia
44861	Dragon Acolyte Emblem
44870	Karla's Insignia
44871	Karla's Emblem
44880	Black Witch Insignia
44881	Black Witch Emblem
44890	Veiled Witch Insignia
44900	Rosaria's Emblem
44910	Sorcerer Insignia
44911	Sorcerer Emblem
44920	Court Sorcerer Insignia
44921	Court Sorcerer Emblem
44930	Old Sorcerer Insignia
44931	Old Sorcerer Emblem
44940	Venerable Sage's Insignia
44941	Venerable Sage's Emblem
44950	Clandestine Emblem
44960	Wanderer's Emblem
44970	Sage's Insignia
44980	Moonlight Insignia
44981	Moonlight Emblem
44990	Gold-hemmed Insignia
44991	Gold-hemmed Emblem
45000	Crimson Insignia
45001	Crimson Emblem
45010	Pale Shade Insignia
45011	Pale Shade Emblem
45020	Shadow Insignia
45021	Shadow Emblem
45030	Maiden Insignia
45031	Maiden Emblem
45040	Hexer Insignia
45041	Hexer Emblem
45050	Cornyx's Insignia
45051	Cornyx's Emblem
45060	Grave Warden Insignia
45061	Grave Warden Emblem
45070	Ordained Insignia
45071	Ordained Emblem
45080	Desert Pyromancer Insignia
45081	Desert Pyromancer Emblem
45090	Manikin Insignia
45091	Manikin Emblem
45100	Crude Manikin Insignia
45110	Archdeacon Insignia
45111	Archdeacon Emblem
45120	Prayer Insignia
45121	Prayer Emblem
45130	Fire Keeper Insignia
45131	Fire Keeper Emblem
45140	Blindfold Insignia
45150	Carthus Insignia
45160	Antiquated Insignia
45161	Antiquated Emblem
45170	Plain Emblem
45180	Master's Insignia
45181	Master's Emblem
45190	Deacon Emblem
45200	Saint Insignia
45201	Saint Emblem
45210	Gallant Insignia
45211	Gallant Emblem
45220	Warden Insignia
45221	Warden Emblem
45230	Dull Gold Insignia
45231	Dull Gold Emblem
45240	Fluted Insignia
45241	Fluted Emblem
45250	Huntsman Insignia
45251	Huntsman Emblem
45260	Mirdan Insignia
45261	Mirdan Emblem
45270	Sentinel Insignia
45271	Sentinel Emblem
45280	Raggedy Insignia
45281	Raggedy Emblem
45290	Charlatan Insignia
45291	Charlatan Emblem
45300	Martyr Emblem
45310	Pickpocket Insignia
45311	Pickpocket Emblem
45320	Magician Emblem
45340	Ironclad Insignia
45341	Ironclad Emblem
45350	Sanctum Knight Insignia
45351	Sanctum Knight Emblem
45360	Imported Insignia
45361	Imported Emblem
45370	Stalwart Knight Insignia
45371	Stalwart Knight Emblem
45380	Okami Insignia
45381	Okami Emblem
45390	Eastern General Insignia
45391	Eastern General Emblem
45401	Eastern Wolf Emblem
45410	Fallen Prince's Insignia
45411	Fallen Prince's Emblem
45420	Eastern Commander Insignia
45421	Eastern Commander Insignia
45430	Nullus Insignia
45431	Nullus Emblem
60000	Tome: Dismal Knight
60010	Tome: Vordt
60020	Tome: Aborr
60030	Tome: Curse-rotted Greatwood
60040	Tome: Crystal Sage
60050	Tome: Cathedral Guardian
