ID,Name,Ref ID 1,VFX Variation ID,Weight,Base Price,Sell Value,Replace Item ID,Behavior ID,Sort ID,QWC ID,Dialog Message ID,Magic ID,Icon ID,Model ID,Shop Level,Comp Trophy Sed ID,Trophy Seq ID,Max Amount,Consume Hero Point,Over Dexterity,Goods Type,Reference Type,SpEffect Category,Goods Category,Goods Use Animation,Open Menu Type,Use Limit Category,Replace Category,Vow Type 0,Vow Type 1,Vow Type 2,Vow Type 3,Vow Type 4,Vow Type 5,Vow Type 6,Vow Type 7,Vow Type 8,Vow Type 9,Vow Type 10,Vow Type 11,Vow Type 12,Vow Type 13,Vow Type 14,Vow Type 15,Enable Live,Enable Gray,Enable White,Enable Black,Enable Multiplayer,Enable Offline,Is Equip,Is Consume,Is Auto Equip,Is Establishment,Is Only One,Is Drop,Is Deposit,Is Disable Hand,Is Travel Item,Is Supple Item,Is Full Supple Item,Is Enhance,Is Fix Item,Is Disable Multi Drop Share,Is Disable Use At Colliseum,Is Disable Use Out of Colliseum,Use Bullet Max Num,Use Hp Cure Max Num,Is Auto Replenish,Can Multi Use,Is Guest Drop,Is Enchant Left Hand,Is Apply Special Effect,Unk1,Unk2,Unk3,Ref ID - Offhand,Reinforce Param Weapon ID,Vagrant Item Lot ID,Vagrant (Enemy) Item Lot ID,Vagrant (Enemy) Item Lot ID,Use VFX 1,Use VFX 2,Use VFX 3,Is Ember Stays Active,Is Get Play Region Info,Is Using Ladder,Is Enable On Session Creation,Is Use Selected,Is Enchant Left,Is Always Valid,Is Net Penalized,Supple Item Type,Is Enable Scaleform,Can Drop,Max Rep Number,Invade Type,Shop Price,FP Cost,Use Limit Category 2
69,ID Monitoring Item 10,0,0,0,0,-1,0,-1,80000,-1,0,0,0,0,-1,-1,-1,99,0,50,0,2,0,0,-1,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,True,False,False,False,False,0,0,False,99,0,-1,0,0
94,Dummy for PC animation reproduction when blood character is created,-1,84,0,0,-1,0,-1,80000,-1,0,0,0,0,-1,-1,-1,1,0,50,0,0,0,0,8,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,False,False,0,0,False,1,7,-1,0,0
100,White Sign Soapstone,4,80,0,0,-1,0,-1,15010,-1,0,0,1,0,-1,-1,-1,1,0,50,0,2,0,0,8,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,False,False,False,True,False,0,0,False,1,7,500,0,0
101,Red Sign Soapstone,10,81,0,0,-1,0,-1,15020,-1,0,0,2,0,-1,-1,-1,1,0,50,0,2,0,0,8,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,True,False,False,False,False,False,True,False,0,0,False,1,7,5000,0,224
102,Red Eye Orb,11,82,0,0,-1,0,-1,15060,-1,0,0,3,0,-1,-1,-1,1,0,50,0,2,0,0,6,10,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,305010,305011,305012,True,False,False,False,False,False,True,False,0,0,False,1,7,10000,0,224
103,Black Separation Crystal,7,83,0,0,-1,0,-1,15030,-1,2670000,0,4,0,-1,-1,-1,1,0,50,0,2,0,0,6,4,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,305002,True,False,False,True,False,False,True,False,0,0,False,1,7,1000,0,0
108,Roster of Knights,-1,-1,0,0,-1,0,-1,15110,-1,0,0,133,0,-1,-1,-1,1,0,50,0,0,0,0,8,7,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,0,0,0,True,False,False,True,False,False,True,False,0,0,False,1,7,1000,0,0
111,Cracked Red Eye Orb,11,82,0,0,10,0,-1,15050,-1,0,0,185,0,-1,-1,-1,99,0,50,0,2,0,0,6,10,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,305010,305011,305012,True,False,False,False,False,False,True,False,0,1,True,999,7,1000,0,224
115,Black Eye Orb,15,86,0,0,-1,0,-1,15070,-1,10012032,0,187,0,-1,-1,-1,1,0,50,0,2,0,0,6,1,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,305010,305011,305012,True,False,False,False,False,False,True,False,0,0,False,1,7,1000,0,0
117,Darksign,3226,33,0,0,-1,0,-1,11010,-1,10011954,0,5,0,-1,-1,-1,1,0,50,0,2,0,0,6,12,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,302061,302060,True,False,False,False,False,False,True,False,0,0,False,1,7,1000,0,0
119,Way of White Circlet,3730,33,0,0,-1,0,-1,15100,-1,0,0,105,0,-1,-1,-1,99,0,50,0,2,0,0,6,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,305040,True,False,False,False,False,False,True,True,0,0,False,600,7,1000,0,0
150,Drained Estus Flask,-1,1,0,0,-1,0,151,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
151,Estus Flask,2000,1,0,0,-1,0,150,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
152,Drained Estus Flask+1,-1,1,0,0,-1,0,153,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
153,Estus Flask+1,2001,1,0,0,-1,0,152,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
154,Drained Estus Flask+2,-1,1,0,0,-1,0,155,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
155,Estus Flask+2,2002,1,0,0,-1,0,154,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
156,Drained Estus Flask+3,-1,1,0,0,-1,0,157,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
157,Estus Flask+3,2003,1,0,0,-1,0,156,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
158,Drained Estus Flask+4,-1,1,0,0,-1,0,159,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
159,Estus Flask+4,2004,1,0,0,-1,0,158,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
160,Drained Estus Flask+5,-1,1,0,0,-1,0,161,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
161,Estus Flask+5,2005,1,0,0,-1,0,160,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
162,Drained Estus Flask+6,-1,1,0,0,-1,0,163,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
163,Estus Flask+6,2006,1,0,0,-1,0,162,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
164,Drained Estus Flask+7,-1,1,0,0,-1,0,165,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
165,Estus Flask+7,2007,1,0,0,-1,0,164,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
166,Drained Estus Flask+8,-1,1,0,0,-1,0,167,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
167,Estus Flask+8,2008,1,0,0,-1,0,166,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
168,Drained Estus Flask+9,-1,1,0,0,-1,0,169,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
169,Estus Flask+9,2009,1,0,0,-1,0,168,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
170,Drained Estus Flask+10,-1,1,0,0,-1,0,171,2010,-1,0,0,6,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301001,-1,-1,True,False,True,True,False,False,False,False,1,0,False,1,1,-1,0,222
171,Estus Flask+10,2010,1,0,0,-1,0,170,2010,-1,0,0,7,0,-1,-1,-1,20,0,50,0,2,0,0,10,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,-1,-1,-1,-1,-1,301000,-1,301002,True,False,True,True,False,False,False,False,1,0,False,20,1,-1,0,222
190,Drained Ashen Estus Flask,-1,1,0,0,-1,0,191,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
191,Ashen Estus Flask,2020,1,0,0,-1,0,190,2020,-1,0,0,11,0,-1,-1,-1,20,0,50,0,2,0,0,19,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,-1,-1,-1,-1,301050,-1,301052,True,False,True,True,False,False,False,False,2,0,False,20,0,-1,0,0
192,Drained Ashen Estus Flask+1,-1,1,0,0,-1,0,193,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
193,Ashen Estus Flask+1,2021,1,0,0,-1,0,192,2020,-1,0,0,11,0,-1,-1,-1,20,0,50,0,2,0,0,19,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,-1,-1,-1,-1,301050,-1,301052,True,False,True,True,False,False,False,False,2,0,False,20,0,-1,0,0
194,Drained Ashen Estus Flask+2,-1,1,0,0,-1,0,195,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
195,Ashen Estus Flask+2,2022,1,0,0,-1,0,194,2020,-1,0,0,11,0,-1,-1,-1,20,0,50,0,2,0,0,19,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,-1,-1,-1,-1,301050,-1,301052,True,False,True,True,False,False,False,False,2,0,False,20,0,-1,0,0
196,Drained Ashen Estus Flask+3,-1,1,0,0,-1,0,197,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
197,Ashen Estus Flask+3,2023,1,0,0,-1,0,196,2020,-1,0,0,11,0,-1,-1,-1,20,0,50,0,2,0,0,19,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,-1,-1,-1,-1,301050,-1,301052,True,False,True,True,False,False,False,False,2,0,False,20,0,-1,0,0
198,Drained Ashen Estus Flask+4,-1,1,0,0,-1,0,199,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
199,Ashen Estus Flask+4,2024,1,0,0,-1,0,198,2020,-1,0,0,11,0,-1,-1,-1,20,0,50,0,2,0,0,19,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,-1,-1,-1,-1,-1,301050,-1,301052,True,False,True,True,False,False,False,False,2,0,False,20,0,-1,0,0
200,Drained Ashen Estus Flask+5,-1,1,0,0,-1,0,201,2020,-1,0,0,10,0,-1,-1,-1,1,0,50,0,0,0,0,-2,0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0,-1,-1,-1,-1,301051,-1,-1,True,False,True,True,False,False,False,False,2,0,False,1,0,-1,0,0
